Date,Time,Focus,Energy,Stress,day_num,focus_trend,stress_trend,energy_trend
2025-12-29,10:20 PM,4,3,1,0,5.511111111111107,1.755555555555555,6.266666666666662
2026-01-03,07:58 PM,8,9,4,1,5.577777777777774,1.872222222222222,6.366666666666663
2026-01-20,12:06 PM,6,8,2,2,5.644444444444441,1.9888888888888887,6.466666666666663
2026-01-22,04:17 PM,6,9,1,3,5.711111111111108,2.105555555555555,6.566666666666664
2026-04-28,12:14 AM,4,3,2,4,5.777777777777775,2.222222222222222,6.666666666666664
2026-05-19,06:01 PM,7,9,2,5,5.844444444444442,2.338888888888889,6.766666666666665
2026-05-27,09:36 PM,2,4,1,6,5.91111111111111,2.4555555555555557,6.866666666666665
2026-06-13,09:29 PM,9,7,4,7,5.977777777777777,2.572222222222222,6.966666666666665
2026-06-17,03:10 PM,6,8,3,8,6.044444444444443,2.6888888888888887,7.066666666666666
